557443.583496 7133188.758789 421.032837
557438.114258 7133196.227051 421.034485
557432.644531 7133203.695557 420.987396
557425.970703 7133205.436523 420.942017
557419.297363 7133207.177246 420.952698
557412.623535 7133208.918213 420.968048
557408.850098 7133215.754395 420.974335
557405.076660 7133222.590332 420.984070
557401.303223 7133229.426514 420.975220
557395.248047 7133226.767578 420.980194
557389.192871 7133224.108398 420.985107
557383.137695 7133221.449219 420.990051
557377.082031 7133218.790039 420.994904
557369.970703 7133221.741699 420.978027
557362.858887 7133224.693604 420.959534
557355.747559 7133227.645264 421.020050
557348.635742 7133230.596680 421.145721
557341.524414 7133233.548340 421.249817
557334.412598 7133236.499756 421.458862
557332.826172 7133244.212646 421.648193
557331.240234 7133251.925537 421.734741
557329.654297 7133259.638428 421.836609
557328.067871 7133267.351318 421.938477
557331.845703 7133274.748535 422.041626
557335.623535 7133282.145752 422.064301
557339.401367 7133289.542969 422.075134
557343.179199 7133296.940186 422.073975
557346.957031 7133304.337646 422.064423
557350.734863 7133311.734863 422.051086
557353.557617 7133317.826904 422.028412
557356.380859 7133323.919189 422.036621
557359.203613 7133330.011230 422.036682
557362.026367 7133336.103516 422.036774
557364.849121 7133342.195557 422.036865
557367.671875 7133348.287842 422.036835
557370.007813 7133355.344482 422.038025
557372.343750 7133362.401367 422.039215
557374.679688 7133369.458008 422.013245
557377.015137 7133376.514648 422.036560
557379.351074 7133383.571289 422.031067
557381.686523 7133390.627930 422.025574
557384.251953 7133400.246094 422.021606
557386.816895 7133409.864258 422.025208
557389.381836 7133419.482422 422.028564
557391.946777 7133429.100830 422.023926
557395.490234 7133435.297119 422.013977
557399.034180 7133441.493652 421.986359
557402.577637 7133447.689941 421.998230
557406.121094 7133453.886475 422.014496
557409.664551 7133460.082764 422.029388
557413.208008 7133466.279297 422.044250
557416.114258 7133472.622070 422.030579
557419.020996 7133478.965088 421.996216
557421.927734 7133485.307861 421.961853
557424.833984 7133491.650635 421.927979
557427.163086 7133500.002441 421.927307
557429.492676 7133508.354248 421.948486
557431.822266 7133516.705811 421.986511
557434.152344 7133525.057373 422.016449
557433.033691 7133533.017822 422.034821
557431.914551 7133540.978027 422.053162
557430.795898 7133548.938477 422.075317
557431.097168 7133555.397461 422.111816
557431.398438 7133561.856201 422.148346
557431.699707 7133568.314941 422.184906
557432.000977 7133574.773926 422.187469
557432.302246 7133581.232666 422.186768
557432.603516 7133587.691406 422.186035
557432.904785 7133594.150391 422.185272
557433.206055 7133600.609375 422.187408
557433.390625 7133608.587402 422.165375
557433.574707 7133616.565674 422.143372
557433.758789 7133624.543457 422.127411
557433.943359 7133632.521240 422.113647
557436.806641 7133641.706543 422.111267
557439.669434 7133650.891602 422.119751
557442.532715 7133660.077148 422.124146
557445.395996 7133669.262939 422.102417
557446.283203 7133676.268311 422.109253
557447.170410 7133683.273438 422.124023
557448.057617 7133690.278809 422.129425
557448.944824 7133697.283936 422.115173
557449.831543 7133704.288818 422.121033
557450.718750 7133711.293945 422.126801
557449.552734 7133719.007813 422.115540
557448.386719 7133726.721924 422.111359
557447.220703 7133734.435791 422.102264
557446.054199 7133742.149658 422.067841
557444.888184 7133749.863525 422.020203
557443.721680 7133757.577393 421.978485
557442.555664 7133765.291260 421.938446
557441.389648 7133773.005127 421.901001
557440.223633 7133780.718994 421.870239
557439.057617 7133788.432861 421.852356
557437.891113 7133796.146973 421.836426
557436.725098 7133803.860840 421.798431
557433.654297 7133811.862305 421.763519
557430.583496 7133819.863525 421.728577
557427.512695 7133827.864746 421.676178
557424.442383 7133835.865723 421.630737
557423.196289 7133843.366211 421.605713
557421.950195 7133850.866699 421.685486
557420.704102 7133858.367188 421.809052
557419.097656 7133865.445068 421.862854
557417.490723 7133872.522949 421.794067
557415.884277 7133879.601074 421.807861
557414.277832 7133886.679199 421.837769
557412.671875 7133893.757324 421.890320
557411.065918 7133900.835205 421.924988
557409.458984 7133907.913330 421.902191
557407.852539 7133914.991455 421.838043
557406.725586 7133921.939453 421.783234
557405.599121 7133928.887207 421.918091
557404.472168 7133935.834961 421.969360
557403.345215 7133942.782715 422.020569
557398.061035 7133947.293213 421.989410
557392.777344 7133951.803711 421.934906
557387.493164 7133956.314209 421.883057
557382.209473 7133960.824463 421.869751
557376.925781 7133965.334961 421.866425
557371.642090 7133969.845215 421.908020
557364.743164 7133971.973633 421.940948
557357.844727 7133974.102295 421.957214
557350.946777 7133976.230957 421.955933
557344.048828 7133978.359863 421.979370
557334.443359 7133979.351807 422.021912
557324.838379 7133980.343750 422.049072
557315.233398 7133981.335938 422.041687
557305.628906 7133982.327881 422.032532
557298.683594 7133981.567627 422.036713
557291.738770 7133980.807373 422.040070
557284.793945 7133980.047363 422.043274
557277.849121 7133979.287354 422.046448
557275.767578 7133985.902832 422.031982
