557550.453613 7133590.000000 405.223541
557548.473145 7133590.000000 405.095795
557546.493164 7133590.000000 404.968018
557544.512695 7133590.000000 404.840271
557542.532227 7133590.000000 404.712524
557540.552246 7133590.000000 404.584747
557538.571777 7133590.000000 404.457001
557536.591797 7133590.000000 404.329224
557534.611328 7133590.000000 404.201477
557532.822754 7133590.000000 404.031128
557531.034180 7133590.000000 403.860779
557529.245605 7133590.000000 403.690460
557527.457031 7133590.000000 403.520111
557525.668457 7133590.000000 403.349762
557523.879883 7133590.000000 403.179413
557522.091309 7133590.000000 403.243286
557520.302734 7133590.000000 403.307190
557518.514160 7133590.000000 403.371063
557516.725586 7133590.000000 403.434937
557514.937012 7133590.000000 403.498810
557513.148438 7133590.000000 403.562683
557511.359863 7133590.000000 403.626587
557509.571289 7133590.000000 403.690460
557507.600098 7133590.000000 403.763458
557505.628906 7133590.000000 403.836456
557503.657715 7133590.000000 403.909454
557501.687012 7133590.000000 403.982483
557499.715820 7133590.000000 404.055481
557497.744629 7133590.000000 404.128479
557495.773438 7133590.000000 404.201477
557494.013184 7133590.000000 404.542175
557492.252930 7133590.000000 404.882843
557490.492676 7133590.000000 405.223541
557488.732422 7133590.000000 405.564240
557486.972168 7133590.000000 405.904907
557485.211914 7133590.000000 406.245605
557483.451660 7133590.000000 406.586304
557481.691406 7133590.000000 406.926971
557479.931152 7133590.000000 407.267670
557478.057617 7133590.000000 407.494781
557476.183594 7133590.000000 407.721924
557474.310059 7133590.000000 407.949036
557472.436035 7133590.000000 408.176147
557470.562500 7133590.000000 408.403290
557468.688477 7133590.000000 408.630402
557466.814941 7133590.000000 408.857513
557464.940918 7133590.000000 409.084656
557463.067383 7133590.000000 409.311768
557461.176758 7133590.000000 409.362885
557459.285645 7133590.000000 409.413971
557457.395020 7133590.000000 409.465088
557455.503906 7133590.000000 409.516174
557453.613281 7133590.000000 409.567291
557451.722656 7133590.000000 409.618408
557449.831543 7133590.000000 409.669495
557447.940918 7133590.000000 409.720612
557446.049805 7133590.000000 409.771698
557444.159180 7133590.000000 409.822815
557442.217285 7133590.000000 409.720612
557440.275391 7133590.000000 409.618408
557438.333496 7133590.000000 409.516205
557436.391602 7133590.000000 409.414001
557434.449707 7133590.000000 409.311768
557432.507813 7133590.000000 409.209564
557430.565918 7133590.000000 409.107361
557428.624023 7133590.000000 409.005157
557426.682129 7133590.000000 408.902954
557424.740234 7133590.000000 408.800751
557423.036621 7133590.000000 407.778687
557421.333496 7133590.000000 406.756653
557419.629883 7133590.000000 405.734589
557417.926270 7133590.000000 404.712524
557416.223145 7133590.000000 403.690491
557414.519531 7133590.000000 402.668427
557413.100098 7133590.000000 401.589600
557411.680664 7133590.000000 400.510742
557410.260742 7133590.000000 399.431915
557408.841309 7133590.000000 398.353058
557407.421875 7133590.000000 397.274231
557406.002441 7133590.000000 396.195374
557404.582520 7133590.000000 395.116547
557403.163086 7133590.000000 394.037689
557401.743652 7133590.000000 392.958862
557400.040039 7133590.000000 391.993591
557398.336914 7133590.000000 391.028320
557396.633301 7133590.000000 390.063019
557394.930176 7133590.000000 389.097748
557393.226563 7133590.000000 388.132477
557391.523438 7133590.000000 387.167206
557389.819824 7133590.000000 386.201904
557388.116699 7133590.000000 385.236633
557386.413086 7133590.000000 384.271362
557384.688477 7133590.000000 383.696442
557382.963867 7133590.000000 383.121521
557381.238770 7133590.000000 382.546631
557379.514160 7133590.000000 381.971710
557377.789551 7133590.000000 381.396790
557376.064453 7133590.000000 380.821899
557374.339844 7133590.000000 380.246979
557372.615234 7133590.000000 379.672058
557370.762695 7133590.000000 379.544312
557368.910156 7133590.000000 379.416565
557367.057617 7133590.000000 379.288788
557365.205078 7133590.000000 379.161041
557363.353027 7133590.000000 379.033295
557361.500488 7133590.000000 378.905518
557359.647949 7133590.000000 378.777771
557357.795410 7133590.000000 378.650024
557355.978516 7133590.000000 378.763580
557354.161621 7133590.000000 378.877136
557352.344238 7133590.000000 378.990692
557350.527344 7133590.000000 379.104248
557348.710449 7133590.000000 379.217834
557346.893555 7133590.000000 379.331390
557345.076172 7133590.000000 379.444946
557343.259277 7133590.000000 379.558502
557341.442383 7133590.000000 379.672058
557339.568848 7133590.000000 379.274597
557337.694824 7133590.000000 378.877136
557335.821289 7133590.000000 378.479645
557333.947266 7133590.000000 378.082184
557332.073730 7133590.000000 377.684723
557330.199707 7133590.000000 377.287262
557328.326172 7133590.000000 376.889771
557326.452148 7133590.000000 376.492310
557324.578613 7133590.000000 376.094849
557322.790039 7133590.000000 375.903198
557321.001465 7133590.000000 375.711578
557319.212891 7133590.000000 375.519958
