557042.765137 7133365.061768 460.244141
557034.127441 7133377.837158 463.869110
557030.901367 7133405.280762 464.006622
557035.921387 7133430.851563 463.281219
557051.904785 7133463.565186 460.000000
557068.152832 7133496.061035 460.000000
557095.571289 7133538.712158 460.000000
557122.989746 7133583.394043 460.000000
557153.690918 7133628.034912 460.000000
557169.484863 7133661.378174 460.000000
557190.543945 7133712.270508 460.000000
557211.337891 7133752.982422 460.000000
557232.661621 7133778.957031 460.000000
557247.895996 7133823.051758 460.000000
557243.191406 7133850.908447 460.000000
557229.151855 7133900.045898 460.000000
557209.847656 7133957.958008 460.000000
557195.808594 7134010.605469 460.000000
557176.504395 7134056.232910 460.000000
557169.484863 7134094.841309 460.000000
557176.504395 7134140.468750 460.000000
557194.053711 7134182.586914 460.000000
557225.642090 7134228.214355 460.000000
557253.720703 7134265.067383 460.000000
557263.916504 7134302.267090 460.000000
557253.761230 7134359.134766 460.000000
557251.965820 7134401.950684 460.000000
557248.456055 7134440.558594 460.000000
557266.004883 7134477.411621 460.000000
557298.443359 7134512.475098 460.000000
557346.171875 7134541.924805 460.000000
557394.916016 7134541.924805 460.000000
557428.240234 7134523.329590 460.000000
557452.612305 7134492.864746 460.000000
557460.736328 7134471.539063 460.000000
557470.891602 7134430.918945 460.000000
557484.092773 7134382.175293 460.000000
557485.108398 7134350.694824 460.000000
557485.108398 7134324.291504 460.000000
557476.984375 7134274.532227 460.000000
557458.705566 7134246.098145 460.000000
557438.395508 7134223.757324 460.000000
557406.915039 7134200.400879 460.000000
557366.034668 7134182.586426 460.000000
557319.582031 7134163.842773 460.000000
557301.303223 7134140.486328 460.000000
557298.256348 7134106.975098 460.000000
557315.520020 7134055.184570 460.000000
557336.845703 7134006.440430 460.000000
557359.186523 7133950.588135 460.000000
557387.620605 7133907.937256 460.000000
557396.158691 7133875.857666 460.000000
557400.220703 7133845.392578 460.000000
557408.344727 7133792.586914 460.000000
557416.468750 7133749.935791 460.000000
557437.794434 7133741.811768 460.000000
557461.150879 7133728.610352 460.000000
557477.398926 7133710.331299 460.000000
557484.507324 7133686.974854 460.000000
557496.693359 7133661.587402 460.000000
557503.801758 7133629.091553 460.000000
557511.925781 7133606.750488 460.000000
557508.879395 7133568.161377 460.000000
557499.739746 7133537.696533 460.000000
557489.584961 7133514.340088 460.000000
557474.352051 7133495.045654 460.000000
557454.042480 7133483.875000 460.000000
557436.778809 7133482.859619 460.000000
557420.437012 7133475.357910 460.000000
557402.888184 7133484.132080 460.000000
557387.093750 7133482.377197 460.000000
557353.750488 7133475.357666 460.000000
557323.042969 7133448.332520 460.000000
557311.872559 7133431.069092 460.000000
557288.818848 7133387.612061 460.000000
557260.740234 7133352.513916 460.000000
557232.661621 7133329.699951 460.000000
557201.073242 7133317.415771 460.000000
557169.484863 7133303.376465 460.000000
557127.367188 7133298.111572 460.000000
557097.602051 7133308.193848 460.000000
557074.245605 7133323.426270 460.000000
557055.966797 7133343.736328 460.000000
