557212.753418 7133605.000000 167.662567 2.100000
557234.086914 7133605.000000 169.186386 2.100000
557239.562012 7133605.000000 162.929352 2.100000
557250.849121 7133605.000000 170.202271 2.100000
557257.452148 7133605.000000 152.932236 2.100000
557258.976074 7133605.000000 144.297226 2.100000
557267.610840 7133605.000000 158.011658 2.100000
557279.293945 7133605.000000 159.027542 2.100000
557294.023926 7133605.000000 166.646667 2.100000
557305.198730 7133605.000000 173.757858 2.100000
557317.389160 7133605.000000 185.440536 2.100000
557325.008301 7133605.000000 197.631149 2.100000
557335.167480 7133605.000000 205.758240 2.100000
557343.294434 7133605.000000 218.456787 2.100000
557349.389648 7133605.000000 227.599747 2.100000
557364.627930 7133605.000000 243.345947 2.100000
557353.453125 7133605.000000 243.345947 2.100000
557346.850098 7133605.000000 241.822128 2.100000
557335.167480 7133605.000000 245.377731 2.100000
557320.944824 7133605.000000 243.853897 2.100000
557301.135254 7133605.000000 238.266525 2.100000
557291.484375 7133605.000000 246.393616 2.100000
557288.436523 7133605.000000 259.600098 2.100000
557279.801758 7133605.000000 267.219238 2.100000
557263.039551 7133605.000000 263.155701 2.100000
557252.372559 7133605.000000 258.076294 2.100000
557245.769531 7133605.000000 248.425369 2.100000
557241.198242 7133605.000000 237.758591 2.100000
557230.023438 7133605.000000 247.409500 2.100000
557218.340820 7133605.000000 249.441238 2.100000
557212.753418 7133605.000000 256.552460 2.100000
557204.625977 7133605.000000 259.600098 2.100000
557198.530762 7133605.000000 254.520691 2.100000
557184.308594 7133605.000000 257.568329 2.100000
557178.213379 7133605.000000 259.600098 2.100000
557283.865234 7133605.000000 154.964005 2.200000
557281.325684 7133605.000000 159.027542 2.200000
557273.198242 7133605.000000 159.027542 2.200000
557267.610840 7133605.000000 151.916351 2.200000
557258.976074 7133605.000000 138.709869 2.200000
557254.404297 7133605.000000 149.884583 2.200000
557249.833008 7133605.000000 166.646667 2.200000
557241.198242 7133605.000000 161.059311 2.200000
557234.086914 7133605.000000 169.186386 2.200000
557186.848145 7133605.000000 168.678452 2.200000
557190.403809 7133605.000000 149.376648 2.200000
557200.562500 7133605.000000 127.535126 2.200000
557211.737305 7133605.000000 112.296860 2.200000
557229.515137 7133605.000000 108.233315 2.200000
557248.817383 7133605.000000 112.296860 2.200000
557267.610840 7133605.000000 127.535126 2.200000
557276.246094 7133605.000000 139.725754 2.200000
