557398.152344 7133605.000000 384.553925 1.600000
557413.898438 7133605.000000 380.490356 1.600000
557434.724121 7133605.000000 376.426819 1.600000
557439.295410 7133605.000000 359.664734 1.600000
557434.216309 7133605.000000 347.982056 1.600000
557434.216309 7133605.000000 336.807343 1.600000
557435.739746 7133605.000000 322.076996 1.600000
557445.898926 7133605.000000 319.537292 1.600000
557463.676758 7133605.000000 323.600830 1.600000
557471.295898 7133605.000000 337.823212 1.600000
557479.930664 7133605.000000 346.458221 1.600000
557485.010254 7133605.000000 358.648834 1.600000
557487.549805 7133605.000000 370.839447 1.600000
557492.121582 7133605.000000 382.014191 1.600000
557494.153320 7133605.000000 397.760376 1.600000
557482.978516 7133605.000000 401.315979 1.600000
557475.359375 7133605.000000 403.855713 1.600000
557459.613281 7133605.000000 403.855713 1.600000
557444.375000 7133605.000000 403.855713 1.600000
557435.739746 7133605.000000 397.252472 1.600000
557420.501465 7133605.000000 395.728638 1.600000
557408.311035 7133605.000000 390.141266 1.600000
557447.346680 7133605.000000 319.868256 1.800000
557433.330566 7133605.000000 324.181793 1.800000
557433.540039 7133605.000000 355.033569 1.800000
557435.803223 7133605.000000 363.517792 1.800000
557431.865723 7133605.000000 376.215942 1.800000
557395.874023 7133605.000000 384.555267 1.800000
557368.595215 7133604.951660 380.469513 1.800000
557333.777344 7133605.000000 376.669891 1.800000
557297.071777 7133605.000000 365.760040 1.800000
557279.293945 7133605.000000 364.744141 1.800000
557207.673828 7133605.000000 365.760040 1.800000
557146.720703 7133605.000000 366.775909 1.800000
557147.228516 7133605.000000 345.950287 1.800000
557158.911621 7133605.000000 332.743774 1.800000
557157.387695 7133605.000000 314.457855 1.800000
557166.022461 7133605.000000 312.934052 1.800000
557172.625977 7133605.000000 319.537292 1.800000
557181.827148 7133605.000000 315.147064 1.800000
557201.070801 7133605.000000 316.489624 1.800000
557229.707031 7133605.000000 310.117188 1.800000
557238.150391 7133605.000000 301.251343 1.800000
557248.309082 7133605.000000 304.299072 1.800000
557258.909668 7133605.000000 293.568726 1.800000
557271.078125 7133605.000000 282.033478 1.800000
557284.035156 7133605.000000 274.279053 1.800000
557307.230469 7133605.000000 269.758942 1.800000
557330.595703 7133605.000000 271.282776 1.800000
557345.753418 7133605.000000 270.234039 1.800000
557349.897461 7133605.000000 276.362183 1.800000
557357.516602 7133605.000000 293.124268 1.800000
557372.754883 7133605.000000 293.632233 1.800000
557384.437988 7133605.000000 289.568726 1.800000
557395.612305 7133605.000000 294.648132 1.800000
557406.279297 7133605.000000 306.838745 1.800000
557427.104980 7133605.000000 312.426086 1.800000
557169.717773 7133605.000000 255.478134 2.000000
557167.546387 7133605.000000 286.013123 2.000000
557161.958984 7133605.000000 291.092499 2.000000
557156.879395 7133605.000000 307.854614 2.000000
557167.546387 7133605.000000 320.045227 2.000000
557179.229004 7133605.000000 314.965820 2.000000
557201.070801 7133605.000000 316.489624 2.000000
557227.991699 7133605.000000 311.918152 2.000000
557238.150391 7133605.000000 301.251343 2.000000
557247.293457 7133605.000000 305.314911 2.000000
557255.928223 7133605.000000 296.679871 2.000000
557267.610840 7133605.000000 284.489258 2.000000
557279.801758 7133605.000000 275.854248 2.000000
557301.643066 7133605.000000 267.727173 2.000000
557320.437012 7133605.000000 268.235107 2.000000
557338.723145 7133605.000000 270.774841 2.000000
557351.929688 7133605.000000 269.758942 2.000000
557355.484863 7133605.000000 281.949554 2.000000
557359.548828 7133605.000000 294.140198 2.000000
557369.199707 7133605.000000 294.140198 2.000000
557378.342285 7133605.000000 284.997192 2.000000
557384.945801 7133605.000000 270.266876 2.000000
557381.897949 7133605.000000 260.615997 2.000000
557369.707520 7133605.000000 247.917435 2.000000
557364.120117 7133605.000000 244.869766 2.000000
557353.453125 7133605.000000 243.345947 2.000000
557338.239746 7133605.000000 244.442734 2.000000
557320.944824 7133605.000000 243.853897 2.000000
557303.166992 7133605.000000 240.806259 2.000000
557290.020508 7133605.000000 252.737198 2.000000
557285.429688 7133605.000000 262.253418 2.000000
557269.261719 7133605.000000 264.664093 2.000000
557252.372559 7133605.000000 258.076294 2.000000
557246.317871 7133605.000000 249.226624 2.000000
557241.198242 7133605.000000 237.758591 2.000000
557235.102539 7133605.000000 247.409500 2.000000
557222.777832 7133605.000000 248.669586 2.000000
557212.753418 7133605.000000 256.552460 2.000000
557202.877441 7133605.000000 258.143005 2.000000
557196.484375 7133605.000000 254.959244 2.000000
557186.340332 7133605.000000 255.536560 2.000000
557181.108398 7133605.000000 258.635040 2.000000
557174.657715 7133605.000000 256.044495 2.000000
557171.102051 7133605.000000 257.060394 2.100000
557167.546387 7133605.000000 252.996841 2.100000
557173.133789 7133605.000000 242.837997 2.100000
557177.705078 7133605.000000 230.647400 2.100000
557178.213379 7133605.000000 207.789993 2.100000
557180.245117 7133605.000000 197.123215 2.100000
557188.372070 7133605.000000 185.948486 2.100000
557187.260254 7133605.000000 166.441849 2.100000
